meeting_date,youtube_video_id,speaker_label,name,text,start_ms,sequence
2024-04-15,eggjVcjw3YY,D,"Unknown (D)","Go ahead.",15369030,101
2024-04-15,eggjVcjw3YY,E,"Unknown (E)",Okay.,15369310,50
2024-04-15,eggjVcjw3YY,C,"Unknown (C)",Okay.,15369640,78
2024-04-15,eggjVcjw3YY,E,"Unknown (E)","Ordinance regulating camping on public property. Recommended action. Introduce ordinance. Wave further reading of ordinance and refer to it by title only.",15371240,51
2024-04-15,eggjVcjw3YY,A,"Unknown (A)","Second moved and seconded. Roll call, please.",15380520,165
2024-04-15,eggjVcjw3YY,B,"Unknown (B)","Council Member Bushy. Vice Mayor Hill I Council Member Kurtz.",15383720,61
2024-04-15,eggjVcjw3YY,F,"Unknown (F)",Aye.,15387880,51
2024-04-15,eggjVcjw3YY,B,"Unknown (B)","Council member I Mayor Kate I that motion carries.50.",15388360,62
2024-04-15,eggjVcjw3YY,A,"Unknown (A)","I request that the city clerk read the title of the ordinance.",15392600,166
2024-04-15,eggjVcjw3YY,B,"Unknown (B)","An ordinance of the City Council of the city of Centerfell. Amending chapter 19.50 to the Centerfell Municipal Code entitled Camping on Public Property, regulating camping on public property within the City of Centerfell.",15396290,63
2024-04-15,eggjVcjw3YY,A,"Unknown (A)","Thank you. We have one other agenda item, and that is the 7A. We're going to authorize affordable we're going to consider authorizing Affordable Housing Trust Fund award to include renovation of units and an additional building at Marin Villa Estates.",15407730,167
2024-04-15,eggjVcjw3YY,C,"Unknown (C)",Welcome.,15425020,79
2024-04-15,eggjVcjw3YY,A,"Unknown (A)","Thank you.",15425500,168
2024-04-15,eggjVcjw3YY,H,"Unknown (H)",Steph.,15425860,23
2024-04-15,eggjVcjw3YY,A,"Unknown (A)","I. Mel, welcome.",15429420,169
2024-04-15,eggjVcjw3YY,B,"Unknown (B)","Good evening, Mayor, Vice Mayor and council members. I'm Mel Burnett, Housing and Homelessness Analyst.",15431260,64
2024-04-15,eggjVcjw3YY,A,"Unknown (A)","In the Community and Economic Development Department.",15437620,170
2024-04-15,eggjVcjw3YY,B,"Unknown (B)","And I'm presenting for your consideration an Amendment to Resolution 15244 authorizing the use of previously awarded affordable Housing Trust funds for the renovation of units in an additional building at Marin Villa Estates. Canal alliance owns 12 affordable rental units in the three buildings at Marin Villa Estates in San Rafael's Canal neighborhood. These buildings, these building addresses are 153161 and 165 Nevada street and the units within them have not been updated and in over 20 years. In 2023, Canal alliance applied for a $400,000 grant from the city's Affordable Housing Trust Fund to renovate units in 161 and 165 Nevada Street. City Council authorized a grant of $200,000 from the housing and Lufy Fund for this project. City Council's original authorization of funds was only for buildings 161 and 165 Nevada street street. Canal alliance now requests to instead use the awarded funds to renovate three units located in their in their third building at Marin Villa Estates, which is 153 Nevado Street. The units at 153 Nevado street are equally in need of renovation and are deed restricted for households earning very low or low income. Canal Alliance's request does not seek additional funds for the proposed renovation, but proposes renovating three units instead of four, considering increase per unit expenditures due to rises in material and labor costs, including the application of prevailing wage requirements and in addition, asbestos inspection and abatement costs. The proposed use of funds would help preserve affordable housing and meets the evaluation criteria for the notice of funding availability and the city's guidelines for the administration of the Affordable Housing Trust Fund. The project remains consistent with the city's housing element goals to ensure housing habitability, maintenance and a diverse range of housing options throughout the city. Tonight, staff recommends that City Council adopt the resolution to amend Resolution 15-44 to authorize the use of funds for renovating units in an additional building at Marin Villa Estates. And we're available for any questions that you'd like.",15440380,65
2024-04-15,eggjVcjw3YY,A,"Unknown (A)","Thank you, Mel. Any questions?",15586870,171
2024-04-15,eggjVcjw3YY,B,"Unknown (B)","Looking to.",15589110,66
2024-04-15,eggjVcjw3YY,A,"Unknown (A)","Oh, go, go ahead. Vice Mayor.",15589830,172
2024-04-15,eggjVcjw3YY,D,"Unknown (D)","Yes. So can you clarify? I think you said this, but I just want for full clarification that none of the funds awarded have been used at all yet for 161 and 165.",15591750,102
2024-04-15,eggjVcjw3YY,B,"Unknown (B)","Correct. So none of the awarded funds will be applied to the renovations of 161 or 165 Nevada Street. Canal alliance sought and received other non trust fund dollars for the renovation of 153 Nevado Street. However, the amount is not enough, especially given the, the increases in per unit costs. So therefore, Canal alliance is requesting to use funds from San Rafael's Affordable Housing Trust Fund to fully cover the renovation of the 153 Nevada street units.",15609150,67
2024-04-15,eggjVcjw3YY,D,"Unknown (D)","Thank you. And also just to clarify, the fact is that we're operating inside of the guidelines of our, of the trust fund and this is why it goes before council because we want to make sure the public can understand that we're not just moving money around at our, at staff's kind of arbitrary discretion that, that we're actually following the, the rules of our trust fund.",15642690,103
2024-04-15,eggjVcjw3YY,C,"Unknown (C)","Is that right?",15661960,80
2024-04-15,eggjVcjw3YY,B,"Unknown (B)","Exactly. To stay within that criteria.",15662600,68
2024-04-15,eggjVcjw3YY,D,"Unknown (D)","Thank you.",15664840,104
2024-04-15,eggjVcjw3YY,A,"Unknown (A)","Thank you. Any questions? Okay, not seeing any questions. I'll open this agenda item for public comment. Hi Yolanda.",15665800,173
2024-04-15,eggjVcjw3YY,H,"Unknown (H)",Hello.,15674320,24
2024-04-15,eggjVcjw3YY,E,"Unknown (E)","Hi everyone. Thank you for staying the slate.",15675400,52
2024-04-15,eggjVcjw3YY,A,"Unknown (A)","Thank you.",15677880,174
2024-04-15,eggjVcjw3YY,E,"Unknown (E)","Thank you all staff. I just want to extend my great gratitude to Alexis and Mel and everyone who's been supporting me in this. They've been very helpful in answering all of my questions. And just to kind of just give a little bit of overview of, you know, why this is important for us is as Canal alliance is trying to acquire more properties in Moraine county, we want to make sure that we build a model of where our properties are going to do look like. And so one of the things that we're trying to do is we've owned these units for 20 years. They haven't been rehabbed and we really want to make them habitable for our tenants and because that's what's, that's what essentially our model is going to be as we move forward and acquire more units. Because we want to make sure that people aren't just given, you know, aren't provided with affordable or low cost housing, but also just, you know, just beautiful units that they can feel comfortable and live in. So that's essentially why we're working on this project and there may be future requests. But just wanted to kind of clarify that. And yeah, so this is what we're working on. And we're excited. One of the biggest costs, too, is the relocation of tenants. And you know, it's, it's a huge cost. And so those are things that we, we did not consider. And we want to make sure that we follow all regulations to make sure that we accommodate tenants in the process of doing this and that, you know, we're following all the, the laws that need to be followed. So thank you for your consideration and yeah, thank you.",15678360,53
2024-04-15,eggjVcjw3YY,A,"Unknown (A)","Thank you to Canal alliance for going into this area of land. Land landlords. Anyone else like to comment on this item? Not seeing anyone. I'll close the public comment and unless there are additional questions, I would entertain a motion on this item.",15769860,175
2024-04-15,eggjVcjw3YY,D,"Unknown (D)","Item, if you can make one comment.",15784870,105
2024-04-15,eggjVcjw3YY,C,"Unknown (C)","Yes, go ahead.",15786390,81
2024-04-15,eggjVcjw3YY,D,"Unknown (D)","Vice Mayor So just quoting Omar Carrera from earlier this evening. He talked about protection, production, preservation. Every dollar in the Affordable Housing Trust Fund is precious. And we still continue to support Canal Alliance's pursuit to, in this case, preserve. And so thank you for advocating and encumbering these funds and put them to good use. Thank you.",15787110,106
2024-04-15,eggjVcjw3YY,A,"Unknown (A)","Well said. Why don't you want to make a motion as part of your.",15818160,176
2024-04-15,eggjVcjw3YY,D,"Unknown (D)","Yes. I move that we adopt the resolution amending Resolution 15244 to authorize the use of $200,000 in funds from the Affordable Housing Housing in L fee fund fund 243 for the renovation of three units at 153 Nevado street in Marin Villa Estates.",15821200,107
2024-04-15,eggjVcjw3YY,A,"Unknown (A)","And I'll second moved and seconded. Roll call, please.",15845450,177
2024-04-15,eggjVcjw3YY,B,"Unknown (B)","Council Member Bushy.",15848370,69
2024-04-15,eggjVcjw3YY,C,"Unknown (C)",Hi.,15849410,82
2024-04-15,eggjVcjw3YY,B,"Unknown (B)","Vice Mayor Hill?",15850250,70
2024-04-15,eggjVcjw3YY,D,"Unknown (D)",Aye.,15851050,108
2024-04-15,eggjVcjw3YY,B,"Unknown (B)","Council Member Kurtz. Aye. Councilor Unscalati.",15851690,71
2024-04-15,eggjVcjw3YY,A,"Unknown (A)",Aye.,15854610,178
2024-04-15,eggjVcjw3YY,C,"Unknown (C)","Mayor Kate I.",15854930,83
2024-04-15,eggjVcjw3YY,A,"Unknown (A)","That motion carries. 5, 0. Thank you, Mel. Thank you for Alexis. Thank you, Yolanda. The last item of the evening is open time for public expression. This is the time that community can comment on anything not on tonight's robust agenda. We are here to listen. Not seeing anyone. I'm going to close the public comment and adjourn the meeting. Good night, everyone.",15855850,179
2024-05-06,oqyuPj011qg,A,"Unknown (A)","Into spanish.",195670,0
2024-05-06,oqyuPj011qg,B,"Unknown (B)","Welcome everyone to the San Rafael City Council meeting. Today is Monday, May 6th. I'll ask the City Clerk to call the roll.",715400,0
2024-05-06,oqyuPj011qg,A,"Unknown (A)","Council Member Bushy?",725080,1
2024-05-06,oqyuPj011qg,C,"Unknown (C)",Present.,726120,0
2024-05-06,oqyuPj011qg,A,"Unknown (A)","Council Member Kurtz?",726840,2
2024-05-06,oqyuPj011qg,D,"Unknown (D)",Present.,728360,0
2024-05-06,oqyuPj011qg,A,"Unknown (A)","Councilmember Y. Scalati? Present. Mayor Kate is absent. So Council Member Hill, you'll be Mayor Pro Tem Hill this evening.",729080,3
2024-05-06,oqyuPj011qg,B,"Unknown (B)","Present. Thank you. So I'd like to start our meeting by, as we often do, give gratitude to our staff who in the halls as well as out in the public are doing the work that our our residents expect us to do every day. So thank you to our staff. I will also start with a land acknowledgement as part of our opening. And in addition to this statement, the city collaborates with the tribe over our shared issues. We thank the original caretakers of this land. San Rafael is traditionally home to the Coast Miwok people, many of whom today are tribal citizens of the Federated Indians of Grayton Rancheria and we honor their continuing involvement in stewardship practices that benefit us all. I will turn to the City Clerk who will describe how people can participate in tonight's meeting.",736600,1
2024-05-06,oqyuPj011qg,A,"Unknown (A)","Thank you. Tonight's meeting is being recorded and streamed live to YouTube. Members of the public wishing to provide comments. There's displayed on the podium and the projector as a timer to help you stay within the two minute time frame. You're invited, though not required, to introduce yourself and say what part of Centerfell you live in or if you're from outside of Centerfell. We do offer closed captioning for this evening's meeting on Zoom and you can select the Live Transcript button on Zoom to enable this feature. If you experience any technical difficulties you can email me@city clerkityofcenterfell.org thank you.",793010,4
2024-05-06,oqyuPj011qg,B,"Unknown (B)","Thank you City Clerk. We will move to our City Manager and Council member reports so I'll turn to the City Manager to start.",826600,2
2024-05-06,oqyuPj011qg,E,"Unknown (E)","Good evening Mayor Pro Tem Hill and council members in the community. I did want to There's a proclamation on a consent calendar tonight, but as May marks Public Service Recognition Month, I wanted to make a couple of comments about honoring those who serve our community tirelessly. Many of them are in the room here today. I want to recognize the many remarkable over 400 individuals that make up the city's workforce. Their unwavering dedication and collective commitment to public service is what makes San Rafael a great place to live and work. Their hard work and dedication and professionalism deserve our utmost respect and appreciation. And to all of you city workers out there, thank you for all that you do every day. We're very Very grateful for you, especially as we have this proclamation coming this evening. We do have a couple of pretty cool events as the weather is warming up.",837080,0
2024-05-06,oqyuPj011qg,A,"Unknown (A)",So.,895620,5
2024-05-06,oqyuPj011qg,E,"Unknown (E)","And I also, in the spirit of Mental Health Awareness Month, wanted to mention an event that's happening on May, May 9th, this Thursday at 5 o', clock. There's a free event at the College of Marin and Kent Field featuring Drew Drew Robinson, who is a former Giants baseball player and he is going to be moderated in talk about his survivor's story of mental health hope and recovery. Also this week on Friday is the second Friday Art Walk downtown that takes place from 5 to 8 o'.",896660,1
2024-05-06,oqyuPj011qg,A,"Unknown (A)",Clock.,926200,6
2024-05-06,oqyuPj011qg,E,"Unknown (E)","We've got May Madness this weekend, which.",927760,2
2024-05-06,oqyuPj011qg,A,"Unknown (A)","Is a really big deal.",929480,7
2024-05-06,oqyuPj011qg,E,"Unknown (E)","So that event runs from 12 to 6 downtown, the car show and cruise, and there's a parade on 4th between Lincoln and D streets next week. Coming up, we've got the taste of San Rafael, which is the state of the city, which is also a really fun event. On Wednesday, May 15th. I believe there still are tickets if anyone's interested in going. You can look on the San Rafael chamber website from 4:30 to 7. And it's going to be at the Rafael Theater. Yes.",930639,3
2024-05-06,oqyuPj011qg,A,"Unknown (A)","Outside. Okay. And outside.",961560,8
2024-05-06,oqyuPj011qg,E,"Unknown (E)","I think both. And the Farmers Market is coming back starting next week as well, May 16, which will run through 24 August from 5:30 to 8:30 downtown between a and Luton. And I believe I'm going to give the balance of my time to the same city attorney to make a few remarks.",963920,4
2024-05-06,oqyuPj011qg,F,"Unknown (F)","Thank you. Good evening, Mr. Vice Mayor, members of the council, members of the community, I wanted to make a few remarks tonight about reasonable accommodations. We had some inquiry about reasonable accommodations to attend meetings of this council, boards and commissions of San Rafael. And I wanted to describe that process briefly as it pertains to tonight and any other meetings that we conduct here in San Rafael. Reasonable accommodation under the law for persons with disabilities is mandated by the Americans with Disabilities act, and the city complies with the act, strives to adhere to it in every respect. And our process here at City hall is laid out on the website. If someone believes they require a reasonable accommodation in order to participate, for example, at a City Council meeting, they are to make that request requisite time in advance of the meeting. And then that's referred to our disability coordinator who also serves as our building official, John Jepson. He handles those kind of requests. He also gets involved in dealing with analysis of disability accommodation in construction in San Rafael as well, because he sure knows how to do that. Too. So the process then is that the individual who seeks the accommodation provides information on a form that the city has to describe the request. And then there is a process that then ensues which is iterative in nature as much as necessary in order for the city to understand the nature of the disability claimed and the accommodation that is a desired and reasonable accommodation, as I said, must be provided under the law. I think it's useful when analyzing the adequacy of a city's adherence to the law to look to the courts, which are governed by the same standard. Because a courthouse is a place of public accommodation, just like a city council chamber. And in the courts of California, along with being governed like we are by the ADA, the courts have a rule called Rule 1.100 that requires a reasonable accommodation at the courthouse. And the Judicial Council of California has promulgated rules for all the courts to follow that the courts must adhere to in analyzing request by any person who desires accommodation at the courthouse enabled in order to be able to participate or observe judicial proceedings. So I think it's useful to read what's required there, although they put it in really small print because the judges can read better than I can. But they say, in regard to reasonable accommodation requests at a court for a, all requests for accommodations must include a description of the accommodation sought along with a statement of the impairment that necessitates each accommodation. The court, in its discretion, may require the applicant to provide additional information about the impairment. So that rule that the courts operate under is, I would suggest, the same way that the city's process would be evaluated by a court. We've, of course, never encountered any challenge, and we've successfully been providing accommodation as required and mandated under the law as long as I've been around and, and even before the Americans with Disabilities act long predates my tenure as city attorney. So in connection with tonight's meeting, I just want to assure the City Council that there is no person who has complied with the city's requirements for obtaining any reasonable accommodation for a disability, claimed or otherwise. And so I. I just wanted to ensure, in case any question comes up, that the council's clear on that. I am made aware of those requests as they come in, and I. I know, sitting here now at 6pm that there is no one that has complied with such requirements for accommodation for this meeting. So I'm glad to answer any questions, if you have any, but I thought it important to describe that process at this time.",984000,0
2024-05-06,oqyuPj011qg,B,"Unknown (B)","Thank you, City Attorney, and thank you, City Manager, for that report. I will turn to my colleagues to share their reports for this evening. I'll turn to my right Council Member Kurtz.",1280770,3
2024-05-06,oqyuPj011qg,D,"Unknown (D)","Thank you Vice Mayor Pro 10 Pro 10 for tonight. Thank you. I was invited by Sylvia Barry to participate in a Smart Visit or a visit at the Smart Train to promote the free fairs for youth and for older adults. And so that's anyone 65 and older can ride the Smart Train for free. So please take advantage of that. I participated in the San Rafael Downtown Earth Day. Thank you to Corey for organizing as well as with the Chamber of Commerce and the BID Business Improvement District. Attended the mccmc which is Marin Marin Council of Mayors and Council Members Legislative Committee. Right now we are waiting on the governor's announcement as far as the may revise. So we know from a budget perspective there's a lot of legislation that is pending right now before funding is actually decided and work can move forward. Participated in China Camp's Earth Day and today was the mwpa. We call it Sassafras and it's the San Rafael San and Semo Fuel Reduction Zone. And thank you to the San Rafael Fire Department for great walkthrough of the site. It's the work that's happening above San Rafael sort of at the end of Fifth Avenue, all the eucalyptus trees. And it's really about how do we prepare this area. And it's not clear cutting. It is really about limbing up and clearing so that it we're not we're prepared for a fire. That event was actually also live streamed on Facebook so you would be able to check in on it. And I think that is it.",1297090,1
2024-05-06,oqyuPj011qg,A,"Unknown (A)","Thank you.",1426290,9
2024-05-06,oqyuPj011qg,B,"Unknown (B)","Thank you Council Member Kurtz. I will turn to my left. Council Member Jones Galati.",1427250,4
2024-05-06,oqyuPj011qg,D,"Unknown (D)",Yes.,1433730,2
2024-05-06,oqyuPj011qg,A,"Unknown (A)","Thank you very much. This is microphone please. Did I turn it off? Thank you so hi. Thank you very much. This has been like busy couple of weeks. So I also celebrated Earth Day in the canal in Pickleweed. It was great to see the community and everybody who came. I also attended a breakfast with Congressman Jared Hoffman, the annual breakfast where he gives an update on all his efforts in Washington D.C. around climate action, which is always very informational and really useful and keep up the great work that he's doing over there. Also attended our regular meeting, we connect maybe once a semester with the city and Spinnaker and Bay Point just to talk about the neighborhood and what's happening there. Also we hosted the ccap, which is the City Climate Action Plan Quarterly Committee on Workforce Development Panel and that was organized by our very own Cory Bitov his team and it was fabulous. We had three, three panelists to talk about green jobs. So we have Angel Minor from Conservation Corps and Fire Foundry, Sally Rogers from the Ecological Workforce Initiative and also Luis Smith from MC talking about the building energy efficiency programs and everything that they are doing to train our new workforce. So that was really great. Our very own Holly Lawrence updated us on SB 1383 and the reusable footwear ordinance. And Coriolis also gave an update on the green building rich codes that I believe we are going to see maybe in the next council meeting. Moving on, continuing talking about like Earth Day, we also had a meeting around Bay Wave, the Executive Steering Committee and we were talking about Marin county governance for sea level rise and all the different efforts that they are happening at the county level. There was also an update on TAMS sea level rise adaptation planning for Marin County's transportation system and another meeting with MCE Executive Committee to give an update on everything that is related to mce. And then I will finish by a meeting that we have with San Rafael Routes to School to Schools Task Force and they give an update on some of the improvements that they are going to be happening to connect kids from Venezia Valley to be able to use like a safe path for biking and pedestrian and also brainstorming around Laurel Del the streets that connect with the school, Laurel Dell Woodland and also the back of Davison and see we can come up with some creative solutions there. And that's my report.",1434090,10
2024-05-06,oqyuPj011qg,B,"Unknown (B)","Thank you Council member Yarnes Galati and finally to my far left council member Bushy.",1625900,5
2024-05-06,oqyuPj011qg,A,"Unknown (A)","Thank you. Last week I attended a meeting of the board of the San Rafael Sanitation District. We are working on a moving forward with an operational efficiency proposal that will hopefully allow us to do a better job of retaining our employees. We are looking at the possibility of contractual arrangements with the Central Marin Sanitation Agency. So we authorize sending a letter to CMSA to begin those negotiations. We are optimistic that a good arrangement can be made with those two agencies. I also today attended a meeting of the Marin Transit Board. I represent the Marin County Council of Mayors and Council members MCCMC on that body. One order of business today was to approve an additional extension of the Caller Ride program. That's where vouchers are provided to people to use either either in a taxi service or through Uber. This is for low income people. It's a widely available program. So I encourage anyone who feels they might be interested or qualify to go to the Marin Transit website. It's very easy to sign up, very easy to get access to these vouchers and low cost transportation. One of the big topics today though at the Marine Transit Board meeting was a letter that Marin Transit was sending to the Golden Gate Bridge highway and Transportation District commenting on their strategic plan. They are opening up a very broad strategic plan. Marin Transit was providing additional comments and in seeing their Marin Transit's comments, I was thinking that San Rafael also has some very important strategic interests in what Golden Gate is up to. We will call of course, that the Transit Transit center is slated to be replaced here in San Rafael. We also have a where we host a Golden Gate Bus yard out on Anderson Drive. Golden Gate is currently experiencing a 50% reduction in their, in their, in their bus ridership. So there may be changes coming there. And in in addition, Marin Transit is citing a facility looking to site a facility somewhere in San Rafael, possibly in same area. There seem to be opportunities for strategic efficiencies here that the city I think would be in a in a unique position to advocate for. So I'm looking at the city manager. I'm hoping I'll provide you a copy of Marine Transit's letter and we'll provide any additional input that you might require. And I also met this week with Supervisor Sackett. We discussed the school district's release of a list of surplus sites. Thank you.",1632780,11
2024-05-06,oqyuPj011qg,B,"Unknown (B)","Thank you, Council Member bushy. I have one meeting to report. This past Sunday, April 28, I participated at a as a panelist at the 2nd Annual Marin County Youth Town hall held at Marin County Civic Center Board Chambers. I'd like to thank the organizers and all the students who turned out. All the students asked very sharp questions about the major issues of our time. We encouraged all of them to hold their electeds accountable to the future. And I think that we're in good hands given the kinds of questions and the aspiring leaders, inspiring leaders that were before us. With that, I'd like to thank my colleagues for all they do away from the dais. And I will take public comment on the council member and council Council member reports. Sorry, the city manager and council member reports. Seeing none. I will close public comment and move on to our next agenda item which is the consent calendar. Are there any items to be held from the consent calendar for comment? Not seeing any. I will open public comment on the consent calendar items 4a through 4j. See someone commenting.",1825340,6
2024-05-06,oqyuPj011qg,A,"Unknown (A)","Hi, my name is Karen. I'm a citizen here in San Rafael and I'm also the.",1926060,12
2024-05-06,oqyuPj011qg,C,"Unknown (C)","Yeah, hi.",1931500,1
2024-05-06,oqyuPj011qg,A,"Unknown (A)","I'm also the president and CEO of the San Rafael Chamber of Commerce this, this consent calendar actually holds one of our items for our leadership Institute. And we're very grateful for the opportunity to be able to move this project forward. I know that there was an expedited effort on city staff's part and we're grateful for that, that effort. And that's all I wanted to say, really, is thank you so much for supporting all of the work that the chamber is doing and for this class and this cohort and the impact that they're leaving with our, with our, our project.",1933100,13
2024-05-06,oqyuPj011qg,C,"Unknown (C)",Yeah.,1967880,2
2024-05-06,oqyuPj011qg,A,"Unknown (A)","Thank you.",1968280,14
2024-05-06,oqyuPj011qg,B,"Unknown (B)","Thank you.",1969640,7
2024-05-06,oqyuPj011qg,A,"Unknown (A)","I'm just a student from the class, just representing.",1970600,15
2024-05-06,oqyuPj011qg,B,"Unknown (B)","Thank you. We're just. We're on consent.",1973800,8
2024-05-06,oqyuPj011qg,C,"Unknown (C)","Hi, Avery Crisanti here. I couldn't hear everything that was going on in the meeting. I had to ride over from the East Bay because you're not doing disability accommodations, which I requested months ago. So I heard a little bit, I was able to hear a little bit. But as far as I can tell, as is the, the norm for the city of San Rafael, they're not being entirely straight. I want to point out that Rachel Kurtz appeared at a Fairfax Town council meeting. Sorry, I literally just got off the bike. It's a 20 mile ride in the wind. It was very windy. Rachel Kurtz was at a Fairfax Town council meeting on Wednesday, May 1, at a time when universities were in open revolt because of the genocide by Israel against Palestinians in Gaza.",1990370,3
2024-05-06,oqyuPj011qg,B,"Unknown (B)","Can we make sure this is related to the consent calendar?",2044890,9
2024-05-06,oqyuPj011qg,C,"Unknown (C)","Yes, I will make this related. You put Asian American Heritage AAPI on the consent calendar. Your proclamation is bullshit. Doesn't make any reference to the Chinese Exclusion Act. It makes no reference to. To Japanese internment. It makes no reference to the fact that Asian Americans, by the way, Palestinians are West Asians and we have many Palestinian Americans here. And that was my point. I could not be interrupted by you, Mr. Hill. My point was that Rachel Kurtz, who is a member of Banjo, she's a co chair of Banjo, which is a JCRC project. She got up, she did not identify herself as such at Fairfax Town hall and she proceeded to pretend that Jewish people are suffering from anti Semitism in Marin County. She completely elided, omitted the fact that she had to report a pro Israel WhatsApp group to the San Rafael police because they were seeking a concealed carry weapons permit. I asked her questions about this over a month ago. I still have no answers from her.",2047050,4
2024-05-06,oqyuPj011qg,B,"Unknown (B)","Thank you for your comment. Are there any other comments on the consent calendar this evening hearing? None. We will close public comment on the consent calendar. I would request a motion to approve the consent. Calendar.",2115180,10
2024-05-06,oqyuPj011qg,A,"Unknown (A)","I'll make a motion to approve the agenda.",2132620,16
2024-05-06,oqyuPj011qg,C,"Unknown (C)",Consent.,2135300,5
2024-05-06,oqyuPj011qg,A,"Unknown (A)","Sorry, the consent. I'll second the consent.",2136420,17
2024-05-06,oqyuPj011qg,B,"Unknown (B)","Okay, we have a motion and a second. I will call the city clerk to conduct a roll call.",2140340,11
2024-05-06,oqyuPj011qg,A,"Unknown (A)","Council Member Bushy? Aye. Council member Kurtz? Aye. Council Member Yuden Scolani? Aye. Mayor Pro Tem Hill.",2146250,18
2024-05-06,oqyuPj011qg,B,"Unknown (B)","Aye. That motion passes for zero. We'll move on to the special presentation. As we do with special presentations, we will invite public comment. Prior any public comment on the proclamation this evening? Hearing None. I will close the public comment and I will invite the city manager to make a few opening remarks.",2152810,12
2024-05-06,oqyuPj011qg,E,"Unknown (E)","Thank you, Mayor Pro Tem. I. I wanted to open this item because I think it's really important to. To not just have a proclamation about Mental Health Awareness Month, but to really talk about it in a vulnerable way. I wanted to say a few words about how important it is to do that to normalize people's struggles with mental health. The more we talk about it, the more it becomes normalized and destigmatizing. Some of my immediate family members have struggled with mental health conditions, and I'm sharing that tonight because of how important I think it is to continue to keep the conversation open. By speaking openly about how mental health impacts all of us. As humans, we help break down the stigma surrounding mental illness. I also wanted to call out and sadly and tragically make mention that, you know, half of our workforce is public safety first responders. And tragically, the percentages of suicide rates among first responders, particularly law enforcement, are 58% more likely to commit suicide than the general population. Firefighters are 21% more likely. EMS providers are 18% more likely. And I think it's important to point this out because both of our departments.",2187120,5
2024-05-06,oqyuPj011qg,A,"Unknown (A)","You know, the folks that are putting.",2270050,19
2024-05-06,oqyuPj011qg,E,"Unknown (E)","Their lives on the line every day, they experience a lot of trauma. And it's very real. And it takes tremendous courage and strength for them to, you know, the toll that it takes on their lives and their roles to continue to protect and serve the community. And I'm really proud of our departments and the way they have stepped up in a leadership role to make sure those services are available to each other. They have incredible peer support networks, incredible trauma professionals that will come in to support when there are really particularly traumatic incidents. So I, I will, I will leave it at that. I just, I also wanted to put a shout out for the SAFE Team, which is a resource and it's available to anyone anyt San Rafael. It's 415458, safe or 7233 and they will come. And we are working to expand those services to more hours of the day so we can serve more people in need. So I thank you for giving me a few minutes to make those comments. At this point, I'm going to. Are we doing the proclamation? Back to you?",2272050,6
2024-05-06,oqyuPj011qg,G,"Unknown (G)",Okay.,2348060,0
2024-05-06,oqyuPj011qg,B,"Unknown (B)","All right. So I will be reading our Mental Health Awareness Month proclamation. Whereas mental health is an essential component of overall well being and recognizing its significance contributes to a healthier, more compassionate society. And whereas the challenges and adversities faced by individuals struggling with mental health conditions preserve our understanding, support and empathy. And whereas fostering awareness and understanding of mental health not only reduces stigma, but also promotes inclusivity, acceptance and access to appropriate resources and treatment. And whereas our partner agencies, including Marin County Behavioral Health and Recovery Services, along with numerous other county departments, community based organizations and health care providers, also play a critical role in addressing mental health needs by contributing resources, expertise and collaborative efforts to better serve our community. And striving to create environments that nurture healing, prioritize mental well being and uphold the dignity and rights of all individuals is a priority. Together we can build a more resilient, supportive and empathetic community for everyone. Now therefore, be it resolved that the Mayor and City Council of the City of San Rafael do hereby proclaim May 24th as Mental Health Month. And I will turn it over. Will Kara Connell.",2350260,13
2024-05-06,oqyuPj011qg,E,"Unknown (E)","Yeah. We want to welcome Kara Connors from County Behavioral Health Program to say a few words.",2433030,7
